yearm,var_code,area_code,var_stub,data_survey,seas,measure,value,area_label,data_survey_label,data_survey_type,data_survey_type_label,hover_label
Jul 1995,US_N_CES_SA,US,N,CES,SA,dmm,94,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1995</b>, United States, <b>CES SA</b><br>94.0"
Aug 1995,US_N_CES_SA,US,N,CES,SA,lvl,117634,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1995</b>, United States, <b>CES SA</b><br>117 634.0"
Aug 1995,US_N_CES_SA,US,N,CES,SA,dmm,254,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1995</b>, United States, <b>CES SA</b><br>254.0"
Sep 1995,US_N_CES_SA,US,N,CES,SA,lvl,117875,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1995</b>, United States, <b>CES SA</b><br>117 875.0"
Sep 1995,US_N_CES_SA,US,N,CES,SA,dmm,241,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1995</b>, United States, <b>CES SA</b><br>241.0"
Oct 1995,US_N_CES_SA,US,N,CES,SA,lvl,118031,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1995</b>, United States, <b>CES SA</b><br>118 031.0"
Oct 1995,US_N_CES_SA,US,N,CES,SA,dmm,156,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1995</b>, United States, <b>CES SA</b><br>156.0"
Nov 1995,US_N_CES_SA,US,N,CES,SA,lvl,118175,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1995</b>, United States, <b>CES SA</b><br>118 175.0"
Nov 1995,US_N_CES_SA,US,N,CES,SA,dmm,144,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1995</b>, United States, <b>CES SA</b><br>144.0"
Dec 1995,US_N_CES_SA,US,N,CES,SA,lvl,118320,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1995</b>, United States, <b>CES SA</b><br>118 320.0"
Dec 1995,US_N_CES_SA,US,N,CES,SA,dmm,145,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1995</b>, United States, <b>CES SA</b><br>145.0"
Jan 1996,US_N_CES_SA,US,N,CES,SA,lvl,118316,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1996</b>, United States, <b>CES SA</b><br>118 316.0"
Jan 1996,US_N_CES_SA,US,N,CES,SA,dmm,-4,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1996</b>, United States, <b>CES SA</b><br>-4.0"
Feb 1996,US_N_CES_SA,US,N,CES,SA,lvl,118739,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1996</b>, United States, <b>CES SA</b><br>118 739.0"
Feb 1996,US_N_CES_SA,US,N,CES,SA,dmm,423,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1996</b>, United States, <b>CES SA</b><br>423.0"
Mar 1996,US_N_CES_SA,US,N,CES,SA,lvl,118993,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1996</b>, United States, <b>CES SA</b><br>118 993.0"
Mar 1996,US_N_CES_SA,US,N,CES,SA,dmm,254,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1996</b>, United States, <b>CES SA</b><br>254.0"
Apr 1996,US_N_CES_SA,US,N,CES,SA,lvl,119158,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1996</b>, United States, <b>CES SA</b><br>119 158.0"
Apr 1996,US_N_CES_SA,US,N,CES,SA,dmm,165,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1996</b>, United States, <b>CES SA</b><br>165.0"
May 1996,US_N_CES_SA,US,N,CES,SA,lvl,119486,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1996</b>, United States, <b>CES SA</b><br>119 486.0"
May 1996,US_N_CES_SA,US,N,CES,SA,dmm,328,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1996</b>, United States, <b>CES SA</b><br>328.0"
Jun 1996,US_N_CES_SA,US,N,CES,SA,lvl,119769,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1996</b>, United States, <b>CES SA</b><br>119 769.0"
Jun 1996,US_N_CES_SA,US,N,CES,SA,dmm,283,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1996</b>, United States, <b>CES SA</b><br>283.0"
Jul 1996,US_N_CES_SA,US,N,CES,SA,lvl,120015,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1996</b>, United States, <b>CES SA</b><br>120 015.0"
Jul 1996,US_N_CES_SA,US,N,CES,SA,dmm,246,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1996</b>, United States, <b>CES SA</b><br>246.0"
Aug 1996,US_N_CES_SA,US,N,CES,SA,lvl,120199,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1996</b>, United States, <b>CES SA</b><br>120 199.0"
Aug 1996,US_N_CES_SA,US,N,CES,SA,dmm,184,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1996</b>, United States, <b>CES SA</b><br>184.0"
Sep 1996,US_N_CES_SA,US,N,CES,SA,lvl,120410,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1996</b>, United States, <b>CES SA</b><br>120 410.0"
Sep 1996,US_N_CES_SA,US,N,CES,SA,dmm,211,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1996</b>, United States, <b>CES SA</b><br>211.0"
Oct 1996,US_N_CES_SA,US,N,CES,SA,lvl,120665,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1996</b>, United States, <b>CES SA</b><br>120 665.0"
Oct 1996,US_N_CES_SA,US,N,CES,SA,dmm,255,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1996</b>, United States, <b>CES SA</b><br>255.0"
Nov 1996,US_N_CES_SA,US,N,CES,SA,lvl,120961,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1996</b>, United States, <b>CES SA</b><br>120 961.0"
Nov 1996,US_N_CES_SA,US,N,CES,SA,dmm,296,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1996</b>, United States, <b>CES SA</b><br>296.0"
Dec 1996,US_N_CES_SA,US,N,CES,SA,lvl,121143,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1996</b>, United States, <b>CES SA</b><br>121 143.0"
Dec 1996,US_N_CES_SA,US,N,CES,SA,dmm,182,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1996</b>, United States, <b>CES SA</b><br>182.0"
Jan 1997,US_N_CES_SA,US,N,CES,SA,lvl,121363,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1997</b>, United States, <b>CES SA</b><br>121 363.0"
Jan 1997,US_N_CES_SA,US,N,CES,SA,dmm,220,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1997</b>, United States, <b>CES SA</b><br>220.0"
Feb 1997,US_N_CES_SA,US,N,CES,SA,lvl,121675,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1997</b>, United States, <b>CES SA</b><br>121 675.0"
Feb 1997,US_N_CES_SA,US,N,CES,SA,dmm,312,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1997</b>, United States, <b>CES SA</b><br>312.0"
Mar 1997,US_N_CES_SA,US,N,CES,SA,lvl,121990,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1997</b>, United States, <b>CES SA</b><br>121 990.0"
Mar 1997,US_N_CES_SA,US,N,CES,SA,dmm,315,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1997</b>, United States, <b>CES SA</b><br>315.0"
Apr 1997,US_N_CES_SA,US,N,CES,SA,lvl,122286,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1997</b>, United States, <b>CES SA</b><br>122 286.0"
Apr 1997,US_N_CES_SA,US,N,CES,SA,dmm,296,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1997</b>, United States, <b>CES SA</b><br>296.0"
May 1997,US_N_CES_SA,US,N,CES,SA,lvl,122546,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1997</b>, United States, <b>CES SA</b><br>122 546.0"
May 1997,US_N_CES_SA,US,N,CES,SA,dmm,260,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1997</b>, United States, <b>CES SA</b><br>260.0"
Jun 1997,US_N_CES_SA,US,N,CES,SA,lvl,122814,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1997</b>, United States, <b>CES SA</b><br>122 814.0"
Jun 1997,US_N_CES_SA,US,N,CES,SA,dmm,268,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1997</b>, United States, <b>CES SA</b><br>268.0"
Jul 1997,US_N_CES_SA,US,N,CES,SA,lvl,123111,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1997</b>, United States, <b>CES SA</b><br>123 111.0"
Jul 1997,US_N_CES_SA,US,N,CES,SA,dmm,297,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1997</b>, United States, <b>CES SA</b><br>297.0"
Aug 1997,US_N_CES_SA,US,N,CES,SA,lvl,123093,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1997</b>, United States, <b>CES SA</b><br>123 093.0"
Aug 1997,US_N_CES_SA,US,N,CES,SA,dmm,-18,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1997</b>, United States, <b>CES SA</b><br>-18.0"
Sep 1997,US_N_CES_SA,US,N,CES,SA,lvl,123585,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1997</b>, United States, <b>CES SA</b><br>123 585.0"
Sep 1997,US_N_CES_SA,US,N,CES,SA,dmm,492,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1997</b>, United States, <b>CES SA</b><br>492.0"
Oct 1997,US_N_CES_SA,US,N,CES,SA,lvl,123929,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1997</b>, United States, <b>CES SA</b><br>123 929.0"
Oct 1997,US_N_CES_SA,US,N,CES,SA,dmm,344,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1997</b>, United States, <b>CES SA</b><br>344.0"
Nov 1997,US_N_CES_SA,US,N,CES,SA,lvl,124235,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1997</b>, United States, <b>CES SA</b><br>124 235.0"
Nov 1997,US_N_CES_SA,US,N,CES,SA,dmm,306,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1997</b>, United States, <b>CES SA</b><br>306.0"
Dec 1997,US_N_CES_SA,US,N,CES,SA,lvl,124549,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1997</b>, United States, <b>CES SA</b><br>124 549.0"
Dec 1997,US_N_CES_SA,US,N,CES,SA,dmm,314,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1997</b>, United States, <b>CES SA</b><br>314.0"
Jan 1998,US_N_CES_SA,US,N,CES,SA,lvl,124812,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1998</b>, United States, <b>CES SA</b><br>124 812.0"
Jan 1998,US_N_CES_SA,US,N,CES,SA,dmm,263,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1998</b>, United States, <b>CES SA</b><br>263.0"
Feb 1998,US_N_CES_SA,US,N,CES,SA,lvl,125016,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1998</b>, United States, <b>CES SA</b><br>125 016.0"
Feb 1998,US_N_CES_SA,US,N,CES,SA,dmm,204,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1998</b>, United States, <b>CES SA</b><br>204.0"
Mar 1998,US_N_CES_SA,US,N,CES,SA,lvl,125164,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1998</b>, United States, <b>CES SA</b><br>125 164.0"
Mar 1998,US_N_CES_SA,US,N,CES,SA,dmm,148,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1998</b>, United States, <b>CES SA</b><br>148.0"
Apr 1998,US_N_CES_SA,US,N,CES,SA,lvl,125442,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1998</b>, United States, <b>CES SA</b><br>125 442.0"
Apr 1998,US_N_CES_SA,US,N,CES,SA,dmm,278,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1998</b>, United States, <b>CES SA</b><br>278.0"
May 1998,US_N_CES_SA,US,N,CES,SA,lvl,125844,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1998</b>, United States, <b>CES SA</b><br>125 844.0"
May 1998,US_N_CES_SA,US,N,CES,SA,dmm,402,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 1998</b>, United States, <b>CES SA</b><br>402.0"
Jun 1998,US_N_CES_SA,US,N,CES,SA,lvl,126076,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1998</b>, United States, <b>CES SA</b><br>126 076.0"
Jun 1998,US_N_CES_SA,US,N,CES,SA,dmm,232,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 1998</b>, United States, <b>CES SA</b><br>232.0"
Jul 1998,US_N_CES_SA,US,N,CES,SA,lvl,126205,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1998</b>, United States, <b>CES SA</b><br>126 205.0"
Jul 1998,US_N_CES_SA,US,N,CES,SA,dmm,129,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 1998</b>, United States, <b>CES SA</b><br>129.0"
Aug 1998,US_N_CES_SA,US,N,CES,SA,lvl,126544,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1998</b>, United States, <b>CES SA</b><br>126 544.0"
Aug 1998,US_N_CES_SA,US,N,CES,SA,dmm,339,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 1998</b>, United States, <b>CES SA</b><br>339.0"
Sep 1998,US_N_CES_SA,US,N,CES,SA,lvl,126752,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1998</b>, United States, <b>CES SA</b><br>126 752.0"
Sep 1998,US_N_CES_SA,US,N,CES,SA,dmm,208,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 1998</b>, United States, <b>CES SA</b><br>208.0"
Oct 1998,US_N_CES_SA,US,N,CES,SA,lvl,126954,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1998</b>, United States, <b>CES SA</b><br>126 954.0"
Oct 1998,US_N_CES_SA,US,N,CES,SA,dmm,202,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 1998</b>, United States, <b>CES SA</b><br>202.0"
Nov 1998,US_N_CES_SA,US,N,CES,SA,lvl,127231,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1998</b>, United States, <b>CES SA</b><br>127 231.0"
Nov 1998,US_N_CES_SA,US,N,CES,SA,dmm,277,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 1998</b>, United States, <b>CES SA</b><br>277.0"
Dec 1998,US_N_CES_SA,US,N,CES,SA,lvl,127596,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1998</b>, United States, <b>CES SA</b><br>127 596.0"
Dec 1998,US_N_CES_SA,US,N,CES,SA,dmm,365,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 1998</b>, United States, <b>CES SA</b><br>365.0"
Jan 1999,US_N_CES_SA,US,N,CES,SA,lvl,127702,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1999</b>, United States, <b>CES SA</b><br>127 702.0"
Jan 1999,US_N_CES_SA,US,N,CES,SA,dmm,106,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 1999</b>, United States, <b>CES SA</b><br>106.0"
Feb 1999,US_N_CES_SA,US,N,CES,SA,lvl,128120,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1999</b>, United States, <b>CES SA</b><br>128 120.0"
Feb 1999,US_N_CES_SA,US,N,CES,SA,dmm,418,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 1999</b>, United States, <b>CES SA</b><br>418.0"
Mar 1999,US_N_CES_SA,US,N,CES,SA,lvl,128227,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1999</b>, United States, <b>CES SA</b><br>128 227.0"
Mar 1999,US_N_CES_SA,US,N,CES,SA,dmm,107,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 1999</b>, United States, <b>CES SA</b><br>107.0"
Apr 1999,US_N_CES_SA,US,N,CES,SA,lvl,128597,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 1999</b>, United States, <b>CES SA</b><br>128 597.0"
